"alpha_0","alpha_7","alpha_14","alpha_21","alpha_28","alpha_35","alpha_42","alpha_49","alpha_56","alpha_63","alpha_70","alpha_77","alpha_84","alpha_91","alpha_98","alpha_105","alpha_112","alpha_119","elu_0","elu_30","elu_60","elu_90","elu_120","elu_150","elu_180","elu_210","elu_240","elu_270","elu_300","elu_330","elu_360","elu_390","cdc15_10","cdc15_30","cdc15_50","cdc15_70","cdc15_90","cdc15_110","cdc15_130","cdc15_150","cdc15_170","cdc15_190","cdc15_210","cdc15_230","cdc15_250","cdc15_270","cdc15_290","spo_0","spo_2","spo_5","spo_7","spo_9","spo_11","spo5_2","spo5_7","spo5_11","spo__early","spo__mid","heat_0","heat_10","heat_20","heat_40","heat_80","heat_160","dtt_15","dtt_30","dtt_60","dtt_120","cold_0","cold_20","cold_40","cold_160","diau_540","diau_660","diau_780","diau_900","diau_1020","diau_1140","diau_1260","class"
0.03,-0.54,-0.34,-0.79,-0.14,-0.22,,-0.3,-0.3,-0.51,-0.51,-0.56,-0.43,-0.38,-0.25,-0.09,-0.49,0.26,0.48,-0.43,-0.03,0.18,0.03,0.07,0.03,0.11,0.14,0.04,-0.17,-0.1,-0.01,-0.25,-0.14,-0.01,0.61,0.37,0.19,,0.21,-0.12,-0.07,-0.2,0.06,-0.69,0.43,0.24,0.3,-0.18,-0.23,-0.27,-0.25,-0.22,0.01,-0.15,0.14,0.01,-0.29,-0.36,-0.38,0.7,0.12,0.23,0.28,0.76,-0.06,-0.67,0.06,0.31,-0.49,0.66,0.6,0.59,-0.09,0.03,0.03,-0.4,-0.38,-0.27,-0.27,GO0003704@GO0005634@GO0045944
-0.42,-0.12,-0.4,-0.07,-0.32,0.01,-0.76,-0.1,-0.09,0.07,0.04,0.01,-0.47,-0.32,-1.06,-0.1,-0.07,-0.15,0.77,-0.3,0.16,,-0.17,-0.01,,0.11,0.11,-0.01,0.03,-0.18,0.19,0.24,0.3,0.24,-0.17,-0.09,-0.15,0.25,-0.03,0.77,-0.12,-0.34,-0.04,0.28,-0.14,-0.3,-0.4,0.25,-0.45,-0.49,0.04,-0.06,-0.07,0.11,0.3,0.21,0.04,0.32,-0.18,0.34,-0.17,0.4,-0.04,0.81,-0.38,-0.64,-0.32,-0.14,-0.17,0.32,0.54,0.38,-0.58,0.07,-0.14,-0.58,-0.25,0.53,0.1,GO0016887@GO0005737@GO0008150
-0.25,0.69,-0.29,,0.14,-0.25,0.1,-0.22,0.01,0.15,0.1,-0.1,-0.25,-0.42,-0.1,0.03,-0.18,-0.09,-0.49,-0.4,-0.3,0.01,-0.32,-0.04,-0.01,-0.04,0.04,0.36,-0.2,0.01,-0.36,0.04,-0.3,-0.22,-0.32,0.16,0.11,0.04,-0.07,-0.27,0.18,-0.17,-0.06,-0.25,-0.29,-0.45,-0.36,-0.54,0.04,0.16,0.21,0.03,0.01,-0.1,-0.4,-0.3,0.39,0.34,-0.34,-0.42,-0.34,0.43,0.12,-0.32,-0.92,0.58,-0.54,-0.18,0.16,0.18,-0.27,0.11,-0.2,-0.18,-0.18,-0.34,-0.22,-0.38,-0.79,GO0003714@GO0000417@GO0005634@GO0006336@GO0006368@GO0000083
-0.1,-0.51,-0.1,-0.17,,-0.27,-0.03,0.08,-0.01,-0.42,-0.01,0.12,-0.22,-0.04,0.11,-0.07,-0.06,0.23,-0.3,-0.71,-0.47,-0.6,-0.42,-0.51,-0.17,-0.15,0.34,0.36,-0.56,0.23,-0.07,-0.23,-0.89,-0.97,-0.58,-0.36,-0.45,-0.22,-0.45,-0.54,-0.23,-0.2,-0.38,,-0.43,-0.27,-0.6,-0.36,0.64,0.76,0.26,-0.01,0.31,-0.43,-0.69,-0.67,0.97,1.12,0.33,-0.04,-0.47,1.12,0.14,0.14,-1.79,-0.14,-0.29,-0.25,0.71,-0.38,0.77,0.89,0.1,0.19,-0.06,-0.3,-0.14,-0.58,-0.42,GO0000150@GO0004534@GO0004536@GO0000932@GO0005737@GO0006402@GO0006365@GO0000742@GO0000723@GO0007089@GO0030447@GO0043330
0.28,0.08,0.28,0.52,0.43,0.25,0.12,0.24,0.03,-0.09,0.29,0.03,-0.09,0.04,0.38,0.31,0.26,-0.01,-0.15,-0.54,-0.18,0.07,-0.03,-0.03,-0.43,-0.54,-0.43,-0.47,-0.47,-0.43,-0.54,-0.42,-0.15,-0.15,-0.2,-0.25,-0.43,-0.15,-0.14,-0.23,-0.27,-0.4,-0.54,-0.07,-0.1,-0.49,-0.29,-0.3,-0.2,-0.47,-0.38,-0.32,-0.25,-0.1,-0.18,-0.22,-0.34,-0.22,-0.27,-0.06,-0.09,-0.47,0.01,,-0.43,-0.67,-0.45,-0.18,0.29,-0.09,0.34,0.25,0.07,0.01,0.41,-0.04,-0.06,0.49,-0.1,GO0003674@GO0030897@GO0000329@GO0042144@GO0006623@GO0006895@GO0045324
-0.03,-0.64,-0.56,-0.58,-0.18,-0.47,0.03,-0.47,-0.01,-0.04,-0.22,-0.45,-0.01,-0.47,-0.27,-0.45,-0.23,-0.36,0.01,-0.36,-0.22,-0.42,,-0.1,-0.79,-0.29,-0.25,-0.2,-0.09,-0.4,-0.43,-0.12,0.41,0.34,0.03,0.21,0.14,0.12,0.37,0.06,0.08,0.3,0.25,-1.51,-0.09,-0.3,-0.15,-0.27,-0.79,-0.38,-0.43,-0.14,-0.29,-0.2,-0.27,-0.34,-1,-0.76,-0.64,-0.71,-0.14,-0.97,-0.79,1.37,0.03,-0.12,-0.67,-0.3,-0.3,0.44,0.03,0.51,-0.14,-0.17,0.43,-0.45,-0.51,-0.22,-1.15,GO0000175@GO0000176@GO0000177@GO0006402@GO0006365
0.11,-0.34,-0.43,-0.56,-0.27,-0.97,-0.81,-0.92,0.1,-0.23,0.33,-0.6,-0.27,-0.3,-0.17,-0.1,-0.71,-0.6,-0.45,-1.03,-0.09,-0.49,-0.25,-0.45,-0.51,-0.6,-1,-1.25,-0.97,-1.4,-1.64,-0.86,-0.15,-0.4,-0.27,0.12,0.28,0.25,0.18,-0.03,0.03,0.07,0.1,0.33,-0.01,-0.18,-0.17,,0.14,0.28,-0.01,-0.03,,-0.62,-0.18,-0.79,0.49,1.11,-0.23,0.2,0.42,-0.09,-0.79,0.12,-1.15,-0.89,-0.74,-0.94,0.51,0.83,0.41,0.08,-0.09,0.3,-0.06,-0.04,-0.43,-0.09,-0.3,GO0005515@GO0000145@GO0005934@GO0005935@GO0000131@GO0007121@GO0006906@GO0006904@GO0000910@GO0006893
-0.4,-0.92,-0.42,-0.14,-0.27,-0.3,-0.06,-0.27,-0.14,-0.07,-0.22,-0.15,-0.04,-0.42,-0.25,-0.22,-0.17,-0.36,-0.3,-0.04,-0.36,-0.09,-0.25,-0.27,-0.29,-0.32,-0.09,0.12,-0.38,0.07,0.07,0.08,-0.27,-0.23,-0.32,-0.03,-0.01,,0.03,0.15,-0.12,0.19,-0.42,-0.67,-0.47,0.04,-0.74,-0.3,0.21,-0.23,-0.43,-0.74,-0.58,0.68,-0.2,-0.22,0.58,-0.15,-0.49,-0.06,0.04,0.46,0.51,0.1,-0.56,-0.45,-0.1,-0.09,-0.1,0.29,0.07,0.39,-0.07,-0.29,-0.79,-0.94,,-0.29,-0.58,GO0003677@GO0003704@GO0005634@GO0006882@GO0006357
-0.2,-0.29,-0.27,-0.15,-0.25,-0.03,0.08,-0.01,,-0.14,0.01,-0.06,-0.14,-0.18,-0.04,-0.01,0.23,-0.03,-0.54,-0.17,-0.06,0.14,0.51,0.18,0.23,-0.15,-0.14,-0.27,0.08,-0.47,-0.12,-0.1,0.08,-0.15,-0.38,-0.47,-0.25,-0.25,-0.47,-0.45,-0.18,-0.3,-0.36,-0.45,-0.36,-0.6,-0.42,-0.2,-0.15,-0.1,-0.3,-0.23,-0.56,-0.38,-0.22,-0.22,,0.03,-0.17,-0.42,0.32,-0.27,-0.01,0.26,0.04,-0.47,-0.49,-0.42,-0.2,0.21,-0.29,0.01,0.11,0.12,-0.07,0.03,-0.4,-0.42,-0.89,GO0003702@GO0005634@GO0045944
-0.01,0.1,0.04,0.15,-0.07,,0.06,0.33,0.08,-0.23,-0.07,-0.17,0.07,-0.03,0.03,-0.03,-0.06,-0.18,0.03,0.11,0.19,0.32,0.15,-0.01,0.06,-0.14,-0.29,-0.36,0.06,-0.27,-0.38,-0.3,-0.14,0.24,-0.49,-0.3,-0.67,0.12,,0.32,0.29,-1,-0.23,0.19,-0.84,-0.18,-0.89,-0.23,0.18,,-0.07,-0.22,-0.29,-0.07,-0.49,-0.45,0.64,0.7,-0.18,-0.81,-0.2,-0.76,-0.76,0.38,-0.4,-0.45,-0.45,-0.18,0.8,0.29,0.29,-0.07,-0.27,-0.27,-0.29,-0.27,-0.27,-0.54,-0.14,GO0005485@GO0030134@GO0005789@GO0006888@GO0006890
0.01,-0.49,-0.06,-0.14,0.12,0.28,0.18,0.11,0.07,-0.09,0.04,-0.07,-0.01,-0.23,0.03,-0.09,0.3,-0.04,0.48,-0.04,-0.06,0.21,0.24,-0.07,0.23,0.3,0.06,0.11,0.08,0.03,-0.3,0.15,0.03,0.11,0.32,-0.03,,-0.03,-0.15,-0.2,-0.15,-0.06,-0.06,-0.3,0.15,-0.14,0.16,-0.42,-0.22,0.16,-0.01,-0.07,-0.2,-0.42,-0.15,-0.29,0.14,0.73,-0.04,-0.29,-0.15,0.04,0.06,0.46,0.1,-0.67,-0.1,-0.27,0.46,-0.22,0.44,0.52,-0.23,-0.23,-0.01,-0.42,-0.22,-0.06,-0.64,GO0005048@GO0005786@GO0006617@GO0045047
0.31,-0.58,0.21,-0.07,0.04,-0.12,0.18,-0.04,-0.07,0.18,0.12,0.03,0.03,0.01,0.04,-0.15,0.19,0.01,-0.04,-0.18,0.2,0.54,0.43,0.18,0.03,-0.1,-0.01,-0.06,-0.04,-0.1,-0.36,-0.27,-0.14,-0.4,-0.43,-0.43,-0.34,-0.34,-0.32,-0.29,-0.42,-0.4,-0.09,-0.81,-0.18,-0.3,-0.12,-0.54,-0.34,-0.34,-0.51,-0.3,-0.42,0.28,-0.2,0.11,-0.45,-0.15,0.15,-0.42,-0.4,-0.71,-0.27,0.2,-0.06,-0.47,-0.67,-0.54,0.41,0.25,0.68,-0.12,-0.06,-0.06,-0.09,-0.07,-0.18,-0.36,-0.79,GO0004766@GO0005634@GO0005737@GO0008295@GO0015940
-0.22,-0.51,-0.25,-0.22,-0.09,0.23,0.06,0.04,-0.25,-0.3,-0.25,-0.3,-0.2,-0.51,-0.2,-0.22,0.1,-0.06,0.31,-0.58,-0.38,0.2,0.04,-0.12,-0.3,-0.25,-0.18,-0.22,-0.2,-0.54,-0.76,-0.62,-0.45,-0.38,-0.1,-0.15,-0.09,0.15,0.2,0.32,0.01,-0.09,-0.15,0.04,0.65,0.44,0.58,-0.36,-0.4,-0.27,-0.79,-0.79,-0.43,-0.09,-0.64,-0.6,-0.36,0.24,-0.06,-0.71,-0.36,-0.09,-0.17,-0.23,0.04,-0.04,-0.56,-0.22,-0.01,0.29,0.29,0.38,0.07,0.24,0.03,-0.74,-0.3,-0.12,-0.09,GO0016251@GO0005669@GO0006367@GO0000114
-0.25,-0.22,-0.14,-0.18,0.01,0.06,-0.38,-0.22,0.15,-0.22,0.51,-0.54,-0.34,-0.2,0.19,-0.32,-0.15,-0.32,-0.51,-0.54,-0.23,-0.32,-0.25,-0.71,-0.71,-0.54,-0.49,-0.74,-0.56,-0.69,-0.56,-0.64,0.16,0.49,0.11,0.29,-0.23,-0.09,0.08,0.12,0.01,0.06,-0.03,0.58,0.04,-0.14,-0.25,-0.38,-0.03,0.69,1.19,0.96,0.48,-0.86,0.16,-0.43,0.87,1.7,-0.01,-0.47,-0.29,-0.49,-0.38,-0.23,-0.01,-0.32,-0.04,-0.4,-0.14,0.67,0.67,0.44,0.16,0.12,-0.03,-0.45,-0.58,-0.04,-0.76,GO0004311@GO0005739@GO0016114
0.25,-0.51,-0.32,-0.34,0.07,0.06,0.16,0.19,0.11,-0.47,-0.01,-0.27,0.11,-0.2,-0.1,0.3,-0.25,-0.23,-0.74,-0.67,-0.56,0.14,0.18,-0.17,-0.36,-0.38,-0.47,-0.32,-0.38,-0.74,-0.64,-0.6,0.65,0.3,0.39,0.55,0.21,0.06,-0.22,-0.07,0.46,0.55,-1.4,-0.12,,-0.34,-0.1,-0.3,0.1,0.67,0.24,-0.23,-0.74,-0.97,-0.64,-1.03,-0.6,0.67,-0.1,-1.18,-0.12,-0.67,-0.23,0.24,-0.51,-0.64,-0.97,-0.62,-0.56,0.59,-0.38,0.29,0.12,0.11,-0.06,-0.69,-0.58,-0.09,-1.47,GO0003701@GO0000120@GO0006360
0.45,-0.27,0.08,-0.14,-0.29,-0.14,0.08,0.01,-0.14,0.36,-0.42,-0.22,0.12,0.03,-0.29,-0.12,0.03,0.29,-0.4,-0.47,-0.12,0.44,0.33,0.11,0.37,-0.04,-0.23,0.03,0.18,-0.38,-0.56,-0.4,0.43,0.38,0.24,-0.15,,0.12,,-0.4,-0.38,0.07,-0.34,-0.47,-0.14,-0.42,-0.36,-0.03,0.08,0.21,0.52,0.1,0.16,-0.27,-0.6,0.51,0.16,1.16,-0.32,-0.64,-0.25,-0.62,-0.2,-0.51,-0.25,0.1,-0.6,-0.22,-0.09,0.36,0.43,0.87,0.03,,0.32,-0.17,-0.2,-0.09,-0.84,GO0003678@GO0016251@GO0000112@GO0005675@GO0006289@GO0000717@GO0006367@GO0007070
-0.29,-0.76,-0.81,-0.25,-0.43,-0.25,-0.2,-0.04,-0.18,,-0.4,-0.15,-0.23,-0.36,-0.64,-0.38,-0.12,0.19,-1,-0.29,-0.4,0.2,1.04,0.21,0.11,-0.14,-0.3,0.04,1.54,-0.22,-0.69,-0.27,0.98,0.74,0.19,-0.25,-0.15,-0.22,-0.01,-0.43,-0.58,0.28,0.1,0.29,0.1,-0.27,-0.14,-0.1,-0.03,0.59,0.15,-0.01,-0.15,-0.76,-0.6,-0.97,-0.2,0.6,-0.06,-1.74,-0.79,-0.6,-0.3,-0.04,-0.22,-0.67,-0.81,-0.64,-0.06,0.11,1.17,1.21,-0.04,0.07,0.04,-0.45,-0.67,-0.51,-1.12,GO0003899@GO0005666@GO0006383
-0.36,-0.58,-0.6,-0.43,-0.15,-0.27,0.16,-0.36,-0.14,-0.3,-0.42,-0.43,-0.2,-0.56,-0.32,-0.43,-0.18,-0.25,-0.64,-0.47,-0.25,-0.6,-0.2,-0.34,-0.09,0.03,-0.17,0.06,0.36,-0.09,-0.27,,0.3,0.18,0.31,0.23,0.11,,-1.09,-0.17,-0.03,0.37,-0.1,-0.27,0.12,-0.17,-0.06,-0.23,0.6,0.69,0.86,0.06,0.31,-0.04,-0.43,-0.89,0.75,0.88,-0.04,-0.54,-0.45,-0.47,-0.2,-0.18,-0.3,-0.4,-0.51,-0.56,-0.09,0.4,0.4,0.51,-0.15,-0.12,0.06,-0.15,-0.2,-0.2,-1,GO0019948@GO0005634@GO0016925
0.16,0.16,0.67,0.76,0.58,0.19,0.2,-0.12,-0.23,-0.14,-0.12,0.15,0.33,-0.17,-0.12,-0.49,-0.1,-0.32,-1.25,0.42,-0.4,-0.79,-0.4,-0.32,0.07,0.24,-0.01,-0.17,-0.27,-0.12,-0.38,-0.25,0.24,0.59,0.41,-0.34,-0.32,-0.25,0.12,0.04,-0.3,0.15,0.14,0.67,0.37,0.4,0.28,-0.42,0.26,0.86,0.78,0.1,-0.45,-0.97,-0.71,-0.43,0.26,0.72,-0.27,-1.15,-0.27,-0.27,-0.42,-0.62,-0.84,-0.64,-0.71,-0.58,-0.25,1.26,0.55,0.75,-0.01,,0.06,-0.42,-0.36,0.55,-0.49,GO0004076@GO0005739@GO0009102
0.04,0.33,-0.42,-0.15,-0.27,-0.04,0.06,-0.09,-0.03,-0.36,-0.43,-0.23,-0.12,-0.34,-0.18,-0.1,-0.3,,0.29,-0.07,-0.32,0.1,0.1,0.07,-0.27,0.23,0.01,0.01,-0.03,0.08,0.07,-0.01,-0.25,-0.1,-0.22,,-0.06,-0.17,-0.34,-0.2,0.15,-0.01,-0.09,0.43,-0.42,-0.51,-0.43,0.03,-0.17,0.24,-0.2,-0.89,-0.84,-0.47,-0.27,-1.43,0.59,1.12,0.11,0.7,0.04,0.24,0.24,0.5,-0.34,-0.38,-0.1,-0.12,0.01,-0.18,0.18,0.52,0.07,-0.56,-0.22,-0.34,-0.42,-0.17,-1.03,GO0015168@GO0000324@GO0005886@GO0005737@GO0000747@GO0046685@GO0042493@GO0015793
-0.23,1.2,-0.3,-0.58,-0.12,-0.64,-0.12,-0.3,,-0.64,,-0.38,-0.22,-0.49,-0.23,-0.49,-0.25,-0.58,-0.58,-0.36,-0.76,-0.38,-0.01,-0.06,-0.4,-0.34,0.2,0.2,-0.58,0.26,0.08,-0.29,-0.74,0.11,-0.29,-0.69,-0.62,-0.03,-0.18,0.62,-0.09,-1.25,-0.64,-0.1,-0.94,-0.49,-0.69,-0.3,0.31,0.63,0.12,-0.47,-0.89,-0.36,-0.64,-1.36,0.41,0.52,0.16,-1,-0.4,0.38,-0.56,-0.47,-0.3,0.23,-1,-0.22,0.45,-0.27,-0.22,-0.15,0.24,0.12,-0.03,-0.42,-0.38,-0.62,-1.4,GO0051082@GO0005832@GO0005856@GO0005737@GO0006457@GO0007010
-0.03,-0.04,,-0.45,0.08,-0.23,0.16,0.08,-0.07,0.06,-0.2,-0.25,0.03,-0.03,0.19,-0.09,0.18,-0.01,-0.38,-0.43,-0.3,-0.43,-0.3,-0.38,-0.92,-0.45,-0.81,-0.74,-0.15,-0.6,-0.76,-0.34,-0.69,0.21,-0.17,-0.84,-1.06,-1,-0.06,0.86,1.04,-1,-0.6,,-1.12,0.58,-0.36,-0.45,0.84,0.21,0.32,-0.17,-0.56,0.57,-0.69,-1.47,1.88,0.92,0.25,0.12,0.33,0.89,0.23,0.9,-0.51,-0.29,-0.67,-0.17,-0.27,0.53,-0.12,0.18,-0.12,-0.29,0.06,-0.56,-0.45,-1.06,-1.89,GO0015495@GO0015489@GO0000329@GO0015847
-0.18,-0.2,-0.29,-0.09,0.03,-0.84,-0.42,0.2,0.08,-0.32,0.24,-0.23,-0.01,-0.36,-0.04,-0.07,-0.22,-0.36,-0.23,-0.47,-0.09,-0.03,0.15,-0.06,-0.42,-0.3,-0.51,-0.36,0.01,-0.62,-0.6,-0.42,0.14,-0.22,-0.09,0.04,0.01,-0.03,-0.22,-0.06,-0.04,-0.18,-0.22,0.14,-0.27,-0.51,-0.25,-0.29,0.12,0.34,-0.27,-0.71,-0.92,-0.18,-0.69,-0.86,0.61,0.96,0.37,-0.29,-0.18,-0.2,-0.3,0.33,-0.06,-0.01,-0.14,-0.74,0.04,0.23,0.38,0.07,0.08,-0.09,0.19,-0.3,-0.27,-0.86,-0.86,GO0003755@GO0051082@GO0005829@GO0006950
-0.54,-0.69,1.03,0.57,0.49,-0.12,-0.34,-0.62,-0.56,-0.45,0.1,0.52,0.3,-0.22,-0.15,-0.62,-0.2,-0.69,-1.06,-0.81,-0.92,-0.18,0.42,0.66,0.24,0.01,-0.29,-0.1,-0.2,-0.6,-0.94,-0.51,-0.27,0.64,0.57,-0.54,-1,-0.94,0.55,0.56,0.19,0.04,-0.79,-0.92,0.39,-0.01,-0.3,-0.58,-0.03,0.01,-0.29,-0.56,-0.79,-0.2,-0.51,-1.25,1.05,0.96,-0.2,,0.19,0.48,-0.06,0.48,-0.03,-0.29,-0.64,-0.23,0.41,0.34,0.99,0.83,-0.07,-0.14,0.01,-0.03,0.08,-0.36,-0.92,GO0003893@GO0008622@GO0005634@GO0005657@GO0005737@GO0006289@GO0006298@GO0006272@GO0006273
-0.6,-0.51,0.03,-0.17,-0.94,-1.29,-0.84,0.38,0.06,0.81,0.33,0.41,-0.14,-0.67,-0.94,-0.06,-0.64,0.32,-0.92,-0.6,0.01,0.33,0.16,0.2,0.29,0.28,0.11,0.31,0.12,0.25,-0.62,-0.06,-0.06,0.07,-0.64,-1.12,-0.79,-0.01,-0.2,-0.56,-0.64,,-0.45,0.86,-0.42,-0.18,-0.94,0.18,0.58,0.23,-0.18,-0.71,-0.97,0.1,-0.58,-1.47,1.58,1.37,0.39,-0.14,0.25,0.19,-0.01,-0.22,0.07,-0.36,-0.54,-0.45,0.04,0.08,-0.07,0.26,-0.3,0.16,0.07,-0.4,-0.64,-0.27,-1.09,GO0004003@GO0003682@GO0005656@GO0042555@GO0005634@GO0005737@GO0006267@GO0006270@GO0006268
0.07,-0.07,-0.12,-0.76,-0.94,-0.64,-0.64,0.42,0.95,0.23,0.75,0.07,-0.34,-0.49,-0.22,0.06,0.08,0.84,-1.64,-0.97,-0.79,-0.54,-0.67,-0.4,-0.25,-0.1,0.04,0.2,0.34,0.59,0.15,0.24,0.32,-0.4,-1.12,-3.18,-0.09,0.77,0.46,-0.27,-0.38,-0.18,0.21,1.08,0.8,0.29,0.32,-0.25,0.85,,0.36,-0.03,0.08,0.55,-0.29,-0.64,0.98,0.36,-0.09,0.32,0.31,0.12,0.11,0.38,-0.36,-0.43,-0.51,-0.54,-0.03,0.29,,0.39,0.1,-0.01,0.08,-0.64,-0.74,-1.25,-0.51,GO0004674@GO0005816@GO0005935@GO0006468@GO0000280
-0.45,-0.58,-0.36,-0.56,-0.56,-0.06,0.03,-0.17,-0.27,-0.25,-0.69,-0.15,-0.15,-0.62,-0.45,-0.6,-0.12,-0.36,-0.94,-0.71,-0.4,0.25,0.01,0.11,-0.03,0.01,-0.22,0.08,0.1,0.01,-0.43,-0.07,0.29,0.25,-0.45,-0.06,-0.29,-0.22,-0.81,0.04,-0.36,-0.6,-0.49,,-1.51,-0.09,-0.15,-0.81,-0.01,-0.32,0.1,0.08,-0.12,-0.14,0.23,0.41,0.42,0.36,-0.01,-0.49,-0.18,-0.42,-0.42,0.69,-0.38,-0.03,-0.76,-0.81,-0.34,0.2,-0.43,-0.15,-0.42,-0.56,-0.4,-0.32,-0.38,-0.58,-0.86,GO0000030@GO0005794@GO0006487@GO0007047
-1.79,-0.38,0.3,-0.3,-0.84,-0.47,-0.09,-0.34,-0.42,0.77,0.62,0.2,-0.15,-0.64,-0.62,-0.49,-0.18,0.21,-0.97,-1.09,-0.47,-0.45,0.48,0.19,-0.23,-0.42,-0.38,-0.18,0.14,0.23,-0.4,0.2,-0.79,0.21,-0.64,0.11,-0.54,0.29,-0.25,1.38,0.68,-2,-0.2,0.16,-1.43,0.24,-0.89,-0.29,-0.29,,,-0.54,-0.22,0.33,0.34,0.06,-0.47,0.12,-0.18,-0.4,-0.07,-0.06,-0.18,0.24,-0.58,-0.45,-0.94,-0.81,-0.18,0.3,0.16,0.48,-0.18,-0.69,-1.18,-1.4,-1.32,-1.32,-1.89,GO0003689@GO0005515@GO0005656@GO0006267
-0.22,-0.86,-0.17,0.03,0.16,-0.18,0.12,0.21,-0.12,-0.01,-0.29,-0.06,0.04,-0.01,-0.07,-0.2,0.11,0.07,-0.69,-0.64,-0.43,-0.43,0.07,0.34,-0.45,-0.43,-0.6,-0.15,-0.43,-0.81,-0.54,-0.27,0.04,0.28,0.34,1.66,-0.45,0.54,-0.3,0.29,0.1,-0.29,-0.38,1.23,-0.07,-0.1,0.24,-0.32,0.19,0.12,-0.12,0.08,-0.1,,-0.76,-0.64,-0.89,-1.64,-0.34,-1.64,-0.47,-0.89,-0.71,-0.32,-0.67,-0.43,-0.67,-0.49,-0.64,0.25,0.61,0.97,-0.27,-0.22,0.01,-0.67,-0.76,-0.04,-0.62,GO0005342@GO0005739@GO0006839
1.01,-0.3,-0.56,-0.45,-0.51,-0.25,-0.17,0.41,-0.09,0.41,-0.17,-0.03,-0.18,-0.03,-0.6,0.37,-0.04,0.1,0.79,0.11,0.5,-0.12,0.4,0.21,0.1,-0.17,-0.34,-0.3,0.19,-0.29,-0.56,-0.22,0.56,0.52,0.19,0.01,-0.29,0.21,0.18,-0.04,,0.25,0.01,0.58,0.38,0.07,0.41,0.07,0.1,-0.76,-1.09,-0.92,-0.64,0.15,-0.64,-0.01,-0.38,-1.18,-0.3,-1.36,-0.4,-1.22,-1.25,0.61,-0.42,0.48,-0.6,-0.36,,0.28,0.71,1.12,0.03,0.43,0.43,-0.29,-0.67,,-0.43,GO0003674@GO0005634@GO0005730@GO0006365@GO0000028
0.08,-0.2,-0.04,-0.03,0.14,0.55,0.29,-0.25,-0.17,-0.29,-0.01,-0.17,-0.03,-0.34,-0.07,-0.29,0.2,-0.09,0.46,-0.15,-0.22,0.01,0.11,-0.1,0.01,-0.2,-0.34,-0.14,-0.3,-0.3,-0.38,-0.36,1.17,0.63,0.45,0.43,0.37,0.49,0.53,0.42,0.24,0.29,0.42,-0.22,0.11,0.04,-0.04,-0.4,-0.58,-0.58,0.12,-0.4,-0.17,-0.1,0.32,0.12,-0.42,-0.81,-0.14,-0.25,0.01,-0.32,0.19,0.12,0.06,-0.45,0.01,0.25,0.12,0.01,1,0.63,0.15,0.2,0.28,-0.36,-0.12,-1.03,0.12,GO0004722@GO0005737@GO0006470@GO0006417
0.52,,0.44,0.08,0.38,0.19,0.42,0.31,0.29,0.03,0.18,0.21,0.25,,0.14,0.03,0.34,-0.1,0.14,0.2,0.1,0.38,0.39,0.34,0.39,0.15,0.01,-0.04,0.28,0.18,-0.1,0.14,0.11,-0.06,0.06,0.18,0.31,0.25,0.24,0.33,0.07,0.12,0.15,0.01,0.21,0.03,0.12,-0.07,-0.3,-0.54,-0.6,-0.42,-0.4,0.19,0.08,0.38,-0.51,-0.25,0.16,0.1,-0.42,-0.06,-0.03,0.42,0.2,-0.47,-0.09,-0.1,0.46,0.44,0.32,0.58,0.04,0.34,0.15,-0.3,-0.29,-0.56,0.14,GO0016227@GO0031071@GO0004123@GO0005634@GO0005739@GO0016226@GO0006879
-0.25,-0.69,-0.43,-0.23,0.28,0.32,0.03,-0.1,-0.18,-0.07,0.2,-0.12,-0.18,,0.15,0.15,0.25,-0.43,0.2,0.01,-0.3,-0.38,-0.23,-0.2,0.18,,0.16,-0.04,-0.3,0.24,0.1,-0.18,0.16,0.18,0.18,0.7,0.64,0.23,0.31,0.07,0.14,0.65,0.06,-0.36,0.23,-0.1,-0.2,-0.04,-0.32,-0.38,-0.22,-0.15,-0.29,-0.27,0.1,-0.06,-0.27,-0.76,-0.18,-0.06,-0.43,-0.1,0.11,-0.4,-0.62,-0.74,-0.15,-0.42,0.26,-0.23,0.51,0.8,-0.04,-0.2,-0.22,-0.81,-0.45,-0.18,-0.22,GO0003677@GO0000228@GO0006281
0.44,0.4,-0.34,-0.07,-0.04,0.01,0.14,-0.01,-0.04,-0.38,-0.32,-0.32,-0.3,-0.03,-0.06,-0.2,0.37,0.11,-0.43,-0.15,0.33,0.49,,-0.01,0.3,-0.1,-0.17,-0.14,0.42,0.31,-0.1,-0.18,0.36,0.15,0.65,0.37,0.29,0.14,0.07,0.15,-0.03,0.14,0.04,0.37,-0.03,-0.14,-0.1,-0.34,-0.29,-0.27,-0.27,-0.17,-0.27,-0.22,-0.29,-0.67,-0.29,-0.43,-0.56,-0.51,0.16,-0.12,0.2,0.57,-0.27,-0.38,-0.49,-0.15,-0.17,0.26,0.44,0.63,-0.03,0.01,-0.1,-0.34,-0.17,-0.67,-0.74,GO0004722@GO0005634@GO0005737@GO0019897@GO0006883
