chip_affymetrix_chip,pp_number_of_probe_pairs,a_fy4_a,alpha_fy5_alpha,gal_gal,heat_heat,rel_alpha_fy5_alpha,rel_gal_gal,rel_heat_heat,avg_abund,median_deviation_of_log_fc_gal,sig_gal,sig_and_fc_gal,median_deviation_of_log_fc_fy5_alpha,sig_fy5_alpha,sig_and_fc_fy5_alpha,median_deviation_of_log_fc_heat,sig_heat,sig_and_fc_heat,thrshld_1=below_detection_fy4_a,thrshld_1=below_detection_fy5_alpha,thrshld_1=below_detection_gal,thrshld_1=below_detection_heat,thrshld_gal,thrshld_fy5_alpha,thrshld_heat,below_threshold_in_all_conditions,class
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0003701@GO0000120@GO0006360
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0030620@GO0005686@GO0000398@GO0000245
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0004460@GO0005758@GO0005739@GO0006118
2,21,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0003678@GO0005634@GO0005739@GO0006310@GO0000002@GO0000723
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0016887@GO0003688@GO0005664@GO0005656@GO0006267@GO0006270@GO0030466
2,21,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0003682@GO0005658@GO0035101@GO0005634@GO0000790@GO0006261@GO0006333@GO0006338@GO0006368@GO0006367
2,21,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0003700@GO0005634@GO0005739@GO0001101
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0015631@GO0016272@GO0005737@GO0007021
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0000014@GO0000739@GO0000110@GO0005634@GO0000735@GO0000736@GO0006296@GO0000710@GO0006312
2,21,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0005085@GO0005829@GO0000723@GO0006623
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0016251@GO0005669@GO0005634@GO0006367@GO0000114
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0003712@GO0005634@GO0006525@GO0045955
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0005515@GO0000151@GO0005737@GO0000209@GO0006513
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0000030@GO0000136@GO0005801@GO0016020@GO0006487
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0008137@GO0005739@GO0005759@GO0006120@GO0006116@GO0001300@GO0043065
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0003700@GO0005634@GO0007124
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0005486@GO0005628@GO0031321
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
2,21,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0008131@GO0005737@GO0006598@GO0015940
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0005515@GO0005778@GO0007031@GO0016558
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0005515@GO0005575@GO0007165
2,21,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0008092@GO0000142@GO0000910@GO0006974
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0003713@GO0005634@GO0006369@GO0045944
2,21,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0005515@GO0001401@GO0005739@GO0005741@GO0007008
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0030437
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0003677@GO0016563@GO0016564@GO0005634@GO0006350@GO0000723
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005663@GO0005739@GO0007064
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0007116
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0004672@GO0005634@GO0005737@GO0006468
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0005198@GO0016455@GO0016592@GO0006366
2,20,0.4,0.1,0.3,0.3,0,0,0,0.24,0.13,0,0,0.57,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0004696@GO0005737@GO0006468@GO0006508@GO0030437@GO0006950
2,21,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0004197@GO0005575@GO0016485
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005624@GO0000407@GO0006914
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0005215@GO0005743@GO0006810
2,21,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0004028@GO0005737@GO0019483@GO0006598@GO0006081
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0004651@GO0005634@GO0005737@GO0006396
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0003702@GO0005634@GO0000122
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0005486@GO0005783@GO0005737@GO0005887@GO0006906@GO0006893
2,21,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0003735@GO0005762@GO0005739@GO0006412
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0005485@GO0030173@GO0006906@GO0008333@GO0006891@GO0006896
2,21,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0016538@GO0005634@GO0005737@GO0000079
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0003684@GO0008270@GO0000110@GO0005634@GO0000715
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0051087@GO0005788@GO0030433@GO0006457@GO0030968
2,20,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0017112@GO0030008@GO0006888
2,21,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0004843@GO0000124@GO0016579
2,21,0.4,0.1,0.3,0.2,0,0,0,0.24,0.13,0,0,0.59,0,0,0.17,0,0,1,1,1,1,5,5,5,1,GO0016251@GO0005669@GO0005634@GO0006367@GO0000114
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0030897@GO0000329@GO0042144@GO0006904@GO0006895@GO0045324
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005739@GO0043332@GO0045026@GO0031385
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0005515@GO0005643@GO0005934@GO0005935@GO0005737@GO0006342@GO0030468@GO0007569@GO0006406
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
3,20,0.1,0.1,0.1,0,0,0,0,0.07,0.37,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005739@GO0006412
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003684@GO0003723@GO0005635@GO0005724@GO0000727@GO0006303@GO0006342@GO0000723
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0005200@GO0005869@GO0007097
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003843@GO0005739@GO0030476
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0004620@GO0005634@GO0005783@GO0007126
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0016887@GO0003746@GO0005830@GO0006414
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0004674@GO0030479@GO0006468@GO0007015@GO0000147@GO0000910@GO0030100
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0005215@GO0005509@GO0005739@GO0005743@GO0006810
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0004439@GO0004445@GO0030479@GO0005624@GO0046856@GO0048017@GO0006897@GO0007047
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0004842@GO0005515@GO0005680@GO0008054@GO0031145@GO0016567@GO0000022@GO0000070@GO0007091
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003723@GO0005737@GO0001403@GO0007124@GO0051220@GO0008361
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0004017@GO0016887@GO0042162@GO0003690@GO0005515@GO0030870@GO0005634@GO0005739@GO0042138@GO0000706@GO0000727@GO0006303@GO0000722@GO0007126
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0004430@GO0005634@GO0005794@GO0046854@GO0048017@GO0030437@GO0000910@GO0006892
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0005085@GO0016023@GO0005829@GO0006887
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0000228@GO0006265@GO0007064@GO0000076
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003887@GO0004652@GO0005634@GO0005730@GO0016075@GO0016076@GO0016077@GO0043630@GO0007064
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0017120@GO0000329@GO0019898@GO0000753
3,20,0.1,0.1,0.1,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0000033@GO0005575@GO0006493
3,20,0.1,0.1,0.1,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0000293@GO0005886@GO0015892
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
3,20,0.1,0.1,0,0.1,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0005353@GO0005355@GO0015578@GO0005886@GO0008645
3,20,0.1,0.1,0.1,0,0,0,0,0.07,0.37,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0046029@GO0005575@GO0008150
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0005485@GO0005486@GO0005769@GO0000138@GO0005802@GO0006906
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005739@GO0001302
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003702@GO0005634@GO0045944
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0030915@GO0005634@GO0006281@GO0008283
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0004596@GO0031416@GO0017196@GO0000001@GO0007010
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0005198@GO0005816@GO0030476@GO0007126
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0043140@GO0005739@GO0005759@GO0032042@GO0000002
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0042162@GO0000784@GO0007131@GO0007129@GO0045141
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0004674@GO0005886@GO0006468@GO0000074@GO0000920
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003887@GO0004652@GO0031499@GO0005634@GO0016075@GO0016076@GO0016077@GO0016078@GO0043634@GO0006265@GO0043630@GO0007064@GO0007076
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003880@GO0005739@GO0005737@GO0008150
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0000293@GO0005575@GO0008150
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0005215@GO0016020@GO0006810
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003910@GO0005634@GO0006303
3,20,0.1,0.1,0.1,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0042626@GO0005739@GO0016020@GO0015918
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0000778@GO0007094
3,20,0.1,0.1,0,0.1,0,0,0,0.07,0.38,0,0,0.11,0,0,0.33,0,0,1,1,1,1,5,5,5,1,GO0003677@GO0003702@GO0005634@GO0009651@GO0042493@GO0006357
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0016485@GO0007124
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005681@GO0000398
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003704@GO0005634@GO0006855@GO0045944
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0017050@GO0005783@GO0005794@GO0005624@GO0005625@GO0005886@GO0006665@GO0019722
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0000778@GO0005819@GO0030472@GO0007126
3,20,0.1,0.1,0.1,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0004811@GO0005634@GO0005739@GO0005730@GO0005829@GO0006400
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0008415@GO0005575@GO0008654@GO0030476
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003895@GO0005739@GO0006264
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0004842@GO0005737@GO0000209@GO0006513
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003713@GO0005634@GO0000117
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003678@GO0005634@GO0007059@GO0007064@GO0007535
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0016251@GO0016514@GO0006338@GO0006357
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0004822@GO0005739@GO0006428@GO0006412
3,20,0.1,0.1,0,0.1,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003723@GO0005730@GO0006364@GO0042254
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0030897@GO0000329@GO0042144@GO0006623@GO0006895@GO0045324
3,20,0.1,0.1,0.1,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0004843@GO0005741@GO0005737@GO0016579
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0016887@GO0005938@GO0008150
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0016887@GO0000182@GO0017025@GO0005739@GO0000228@GO0006365@GO0042790@GO0006357@GO0045898
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005624@GO0006914@GO0006623
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0005200@GO0005823@GO0007020@GO0007103
3,20,0.1,0.1,0.1,0,0,0,0,0.07,0.35,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003700@GO0005634@GO0005737@GO0009410
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0004708@GO0005622@GO0006468@GO0007165
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003777@GO0005871@GO0005739@GO0005881@GO0030473@GO0000092@GO0007026
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005634@GO0005737@GO0007266@GO0030468@GO0030036@GO0000723
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0008374@GO0016020@GO0015793
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005654@GO0000027@GO0000723
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0000794@GO0000725@GO0007126@GO0000075
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0004672@GO0000778@GO0005819@GO0005828@GO0051233@GO0007059@GO0051228@GO0008608
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0031202@GO0005686@GO0005737@GO0000398@GO0000723
3,20,0.1,0.1,0.1,0,0,0,0,0.07,0.36,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0008092@GO0000142@GO0007015@GO0000910@GO0006970
3,20,0.1,0.1,0.1,0.1,0,0,0,0.08,0.33,0,0,0.11,0,0,0.33,0,0,1,1,1,1,5,5,5,1,GO0005048@GO0005786@GO0006617@GO0045047
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003700@GO0016563@GO0005634@GO0006012@GO0000411
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0043332@GO0005938@GO0030473
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0005515@GO0000778@GO0007059
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0004707@GO0005739@GO0006468@GO0030476@GO0042174
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0005086@GO0005739@GO0016192@GO0045045
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0004222@GO0005935@GO0043332@GO0016021@GO0000747@GO0007120@GO0007323
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003777@GO0005816@GO0005874@GO0000742@GO0007064@GO0007067@GO0007126
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003893@GO0008622@GO0005634@GO0005657@GO0005737@GO0006289@GO0006298@GO0006272@GO0006273
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0019948@GO0005634@GO0016925
3,21,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003709@GO0005667@GO0006384
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0030371@GO0005634@GO0005737@GO0006402@GO0043330
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0003899@GO0005666@GO0006383@GO0042254
3,20,0.1,0.1,0,0.1,0,0,0,0.07,0.38,0,0,0.11,0,0,0.31,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0030611@GO0005575@GO0046685
3,20,0.1,0.1,0,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,1,5,5,5,1,GO0015105@GO0005887@GO0015700
0,20,0.2,0.19,0.19,0.17,-0.01,0,0,0.19,0.17,0,0,0.13,0.1,0,0.09,0.44,0,,,,,5,,1,0,GO0003674@GO0030134@GO0030176@GO0030173@GO0006888
0,21,0.11,0.13,0.1,0.13,-0.01,0,0.04,0.11,0.09,0,0,0.11,0.1,0,0.06,0.67,0,,,1,,5,,,0,GO0004100@GO0045009@GO0005628@GO0005935@GO0000131@GO0005737@GO0006038@GO0030476@GO0000910
0,40,0.85,0.86,0.9,1.07,-0.01,-0.09,0,0.92,0.08,1.1,0,0.12,0.1,0,0.11,0,0,,,,,,,5,0,GO0003735@GO0005732@GO0005843@GO0005737@GO0006412
